restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,is_open
Kerala Pavilion,Quick Bites,3.8,305,300.0,Yes,No,"Kerala, South Indian, Seafood, Biryani",Koramangala 5th Block,Domlur,Yes
Kerala Restaurant,Quick Bites,3.4,66,450.0,Yes,No,"Kerala, Biryani",Brookefield,Whitefield,Yes
Kerala Tiffin,Delivery,3.9,162,300.0,Yes,No,Kerala,Brookefield,Whitefield,Yes
Kerala Vibes,Casual Dining,3.6,80,500.0,No,No,Kerala,Indiranagar,Jeevan Bhima Nagar,Yes
Kesar Rajasthani Parotha Point,Quick Bites,3.9,34,200.0,Yes,No,"North Indian, Rajasthani",Basavanagudi,Basavanagudi,Yes
Kesar Restaurant,Quick Bites,3.6,48,200.0,Yes,No,"North Indian, Chinese, South Indian",Bannerghatta Road,JP Nagar,Yes
Kesar Sweet Shop and Fast Food,Quick Bites,3.9,47,500.0,No,No,"North Indian, South Indian, Chinese, Street Food, Mithai",Kalyan Nagar,Kalyan Nagar,Yes
Kesariya,Casual Dining,4.2,174,1200.0,No,Yes,Rajasthani,Malleshwaram,Sadashiv Nagar,Yes
Keshava Kabab Centre,Quick Bites,3.2,7,200.0,No,No,North Indian,Jayanagar,JP Nagar,Yes
Keto Kitchen,Casual Dining,3.1,18,500.0,Yes,No,Healthy Food,Indiranagar,Indiranagar,Yes
Kettle & Kegs,Delivery,2.9,9,200.0,Yes,No,"Tea, Beverages",Kalyan Nagar,Kammanahalli,Yes
Kettle On,Quick Bites,3.7,110,400.0,Yes,No,"Fast Food, Sandwich, Beverages",Electronic City,Electronic City,Yes
Ketty's Corner,Quick Bites,3.3,4,200.0,No,No,"Fast Food, Street Food, Beverages",New BEL Road,New BEL Road,Yes
Keventers,"Beverage Shop, Dessert Parlor",3.0,14,400.0,No,No,"Desserts, Beverages, Ice Cream",Brigade Road,Brigade Road,Yes
Kevins Kitchen,Quick Bites,3.7,103,400.0,Yes,No,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Yes
Keys Cafe - Keys Hotel,Casual Dining,3.8,115,1200.0,No,No,"Chinese, Continental, North Indian",Electronic City,Electronic City,Yes
KFC,Food Court,2.8,246,400.0,Yes,No,"Burger, Fast Food",Brookefield,"ITPL Main Road, Whitefield",Yes
KF's Biryani's and Kababs,Quick Bites,3.4,17,400.0,Yes,No,"Biryani, Kebab","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,Yes
Khai Khai,Quick Bites,3.9,50,450.0,Yes,No,Bengali,"Byresandra,Tavarekere,Madiwala",HSR,Yes
Khaja Point,Quick Bites,2.8,40,300.0,No,No,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",BTM,Yes
Khan Saab Hotel,Quick Bites,3.1,16,300.0,Yes,No,"North Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,Yes
Khan Saheb Grills and Rolls,"Food Court, Quick Bites",2.6,24,400.0,Yes,No,"Fast Food, Rolls",Malleshwaram,Malleshwaram,Yes
Khana Khazana,Delivery,3.7,22,400.0,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road,Yes
Khane Ka Khazana,Quick Bites,3.5,17,250.0,Yes,No,North Indian,Brookefield,"ITPL Main Road, Whitefield",Yes
Khan's Biryani,Quick Bites,3.0,11,200.0,Yes,No,"Biryani, North Indian",Jayanagar,BTM,Yes
Khatta Meetha Teekha,Quick Bites,4.2,189,300.0,Yes,No,"Street Food, North Indian, Mithai, Chinese, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Yes
Khawa Karpo,Quick Bites,4.3,988,350.0,No,No,"Chinese, Tibetan, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Khazana Food Paradise,Quick Bites,4.1,356,400.0,No,No,"North Indian, Biryani",Brigade Road,Richmond Road,Yes
Kheer Kadamb - Bengali Sweets and Snacks,"Sweet Shop, Quick Bites",2.8,40,300.0,No,No,"Mithai, Street Food",Brookefield,Whitefield,Yes
Khichadiwala,"Takeaway, Delivery",3.9,15,400.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",HSR,Yes
Khiche Chale Aao,Quick Bites,2.8,40,300.0,Yes,No,"North Indian, Fast Food",Koramangala 4th Block,Koramangala 6th Block,Yes
Kholi Mane,Quick Bites,3.6,46,450.0,No,No,"Andhra, South Indian, Biryani, North Indian",Banashankari,Basavanagudi,Yes
KHOPCHA,Takeaway,4.0,154,200.0,Yes,No,"Fast Food, Rolls, Kebab",New BEL Road,Sahakara Nagar,Yes
Khushi Kitchen,Quick Bites,3.3,69,400.0,Yes,No,"Street Food, North Indian, Bengali, Oriya",Indiranagar,Thippasandra,Yes
Khyma Biryani,Casual Dining,3.9,240,600.0,Yes,No,Biryani,Kalyan Nagar,Kalyan Nagar,Yes
Kia's Kitchen,Delivery,3.5,12,600.0,Yes,No,"North Indian, Chinese",HSR,HSR,Yes
Kichukkhon,Quick Bites,2.9,48,250.0,No,No,"Bengali, Oriya",Marathahalli,Marathahalli,Yes
Kick Out the Jams,Delivery,4.0,528,350.0,Yes,No,"Burger, American, Italian",Brigade Road,Ejipura,Yes
Kickin Burger,Quick Bites,3.1,22,400.0,Yes,No,Fast Food,Basavanagudi,Jayanagar,Yes
Kidambi's Kitchen,Quick Bites,3.4,52,300.0,No,No,South Indian,Jayanagar,Banashankari,Yes
Kidilum,Casual Dining,3.6,32,450.0,Yes,No,"North Indian, Chinese, Kerala",Bellandur,Marathahalli,Yes
Kijiji - Chal Yaha Khate Hai,Quick Bites,3.7,306,400.0,Yes,No,"North Indian, Gujarati, Street Food",Kalyan Nagar,Nagawara,Yes
Kiko,"Takeaway, Delivery",3.4,10,500.0,Yes,No,"Salad, Chinese",Kalyan Nagar,Kammanahalli,Yes
Kim Lee Restaurant,Casual Dining,3.8,149,700.0,Yes,No,Chinese,Malleshwaram,Rajajinagar,Yes
Kinara Family Restaurant,Casual Dining,3.5,11,600.0,No,No,"South Indian, North Indian, Chinese",Electronic City,Electronic City,Yes
Kinara Tiffany,Quick Bites,3.6,15,100.0,No,No,South Indian,Church Street,Vasanth Nagar,Yes
King,Quick Bites,3.7,570,300.0,Yes,No,"North Indian, Chinese",Electronic City,Electronic City,Yes
King Burger Cafeteria,Quick Bites,3.1,11,250.0,No,No,"Fast Food, Juices",Indiranagar,Indiranagar,Yes
King Kong,Quick Bites,3.8,63,300.0,No,No,"Chinese, Momos",Frazer Town,Frazer Town,Yes
King Of Spices,Casual Dining,3.7,25,500.0,Yes,No,"South Indian, North Indian, Chinese, Biryani, Beverages",Brookefield,Whitefield,Yes
King Punjabi Restaurant,Quick Bites,3.8,52,300.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Kingley Grand,Casual Dining,3.5,11,600.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Marathahalli,Yes
King's Appetite,"Food Court, Quick Bites",3.7,45,500.0,Yes,No,"North Indian, Chinese",Electronic City,Electronic City,Yes
Kings Court,Casual Dining,3.1,12,800.0,Yes,No,"North Indian, Mughlai, Chinese",Kalyan Nagar,Kalyan Nagar,Yes
Kings Kitchen,Delivery,3.3,7,500.0,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Kinpeetos,Quick Bites,3.9,64,300.0,Yes,No,"Lebanese, Greek","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Kirthi's Biryani,Cafe,3.8,144,700.0,Yes,No,"Chinese, Cafe, Italian",Banashankari,Banashankari,Yes
Kishi's Cafe,Quick Bites,3.5,14,500.0,Yes,No,"Fast Food, Street Food",New BEL Road,Sahakara Nagar,Yes
Kisna Cafe,Quick Bites,3.5,11,300.0,Yes,No,"South Indian, North Indian",Indiranagar,Old Airport Road,Yes
Kitchen Aroma,Takeaway,3.4,7,400.0,No,No,Desserts,Brookefield,Whitefield,Yes
Kitchen Boy,"Takeaway, Delivery",2.8,40,300.0,No,No,"North Indian, Fast Food",Sarjapur Road,Sarjapur Road,Yes
Kitchen Garden,Quick Bites,3.6,244,300.0,Yes,No,"North Indian, Chinese",Banashankari,Kumaraswamy Layout,Yes
Kitchen Katta,Quick Bites,4.1,196,300.0,Yes,No,Maharashtrian,Malleshwaram,Sanjay Nagar,Yes
Kitchen King,Quick Bites,3.8,306,400.0,Yes,No,"Rolls, Fast Food, Biryani",Kalyan Nagar,Nagawara,Yes
Kitchen King Naati Style,Casual Dining,3.8,27,500.0,Yes,No,South Indian,Malleshwaram,Rajajinagar,Yes
Kitchen of Joy,Casual Dining,3.8,210,500.0,No,No,"Bengali, North Indian, Chinese, Rolls",Marathahalli,Kaggadasapura,Yes
Kitchen On Table,Casual Dining,4.0,45,1500.0,Yes,No,"Japanese, Sushi, Asian",Indiranagar,Brigade Road,Yes
Kitchen Online,"Takeaway, Delivery",3.3,6,300.0,No,No,North Indian,Brookefield,Whitefield,Yes
Kitchen Rabbit,Quick Bites,3.6,18,500.0,Yes,No,"North Indian, Chinese, Andhra",Brookefield,Whitefield,Yes
Kitchen24,Takeaway,2.8,40,300.0,Yes,No,"Italian, Continental, Chinese, Thai, American, Arabian",Bannerghatta Road,BTM,Yes
Kitchens Of Chettinad,Quick Bites,2.8,40,250.0,Yes,No,South Indian,Brookefield,Whitefield,Yes
Kitchen's Sea Food Restaurant,"Takeaway, Delivery",3.4,9,800.0,No,No,"Seafood, North Indian, Chinese",Koramangala 4th Block,Koramangala 8th Block,Yes
Kitchens@BTM,"Takeaway, Delivery",3.9,224,400.0,Yes,No,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra","Byresandra,Tavarekere,Madiwala",BTM,Yes
Kitchens@Electronic City,"Takeaway, Delivery",2.8,40,600.0,Yes,No,"Italian, Chinese, Continental, North Indian",Electronic City,Electronic City,Yes
Kitchens@HSR,"Takeaway, Delivery",3.1,247,200.0,Yes,No,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",HSR,HSR,Yes
Kitchens@JP Nagar,"Takeaway, Delivery",3.9,488,400.0,Yes,No,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",Bannerghatta Road,JP Nagar,Yes
Kitchens@Mahadevpura,Delivery,3.9,125,600.0,Yes,No,"Italian, North Indian, South Indian, Chinese",Whitefield,Whitefield,Yes
Kitchens@Whitefield,"Takeaway, Delivery",3.4,215,400.0,Yes,No,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",Brookefield,"Varthur Main Road, Whitefield",Yes
Kittu's,Casual Dining,4.2,800,750.0,Yes,Yes,North Indian,Electronic City,Electronic City,Yes
KittyKo,"Bar, Lounge",4.1,179,3000.0,No,No,"Finger Food, Continental",Malleshwaram,Seshadripuram,Yes
Kitty's Cafe,Quick Bites,3.6,43,300.0,Yes,No,Fast Food,Malleshwaram,New BEL Road,Yes
KKR FOODIES,Casual Dining,3.7,37,400.0,Yes,No,"Biryani, Chinese, Fast Food, North Indian","Byresandra,Tavarekere,Madiwala",BTM,Yes
KL-58 Thalassery Cafe,Quick Bites,3.5,14,200.0,No,No,Kerala,New BEL Road,New BEL Road,Yes
KLINX - Hilton Bangalore Embassy GolfLinks,Bar,4.2,209,2000.0,No,Yes,"European, Asian",Koramangala 4th Block,Domlur,Yes
Kloudish Kitchen,Delivery,3.5,15,250.0,Yes,No,"North Indian, South Indian",Kalyan Nagar,Hennur,Yes
Knight Riders,Bar,2.4,25,1000.0,No,No,"Chinese, European",Indiranagar,Domlur,Yes
Knight Ryders,Delivery,3.4,239,400.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Yes
Knowhere,Bar,3.8,52,1300.0,No,No,"Continental, Finger Food",Frazer Town,Banaswadi,Yes
Kobe Sizzlers,Casual Dining,4.0,398,1500.0,Yes,No,"American, Continental, Fast Food, Steak",Kalyan Nagar,Nagawara,Yes
Kofabell,Casual Dining,3.2,4,500.0,No,No,North Indian,Marathahalli,Marathahalli,Yes
Koithio Kitchen,Quick Bites,3.3,4,600.0,No,No,"Chinese, Momos",New BEL Road,New BEL Road,Yes
Kokomo,Delivery,4.0,193,500.0,Yes,No,"Thai, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Yes
Kolbeh,Quick Bites,3.7,22,500.0,No,No,Fast Food,Banashankari,Banashankari,Yes
Kolkata Biriyani,Delivery,3.9,412,300.0,No,No,"Biryani, Bengali",Marathahalli,Marathahalli,Yes
Kolkata Biryani Center,Quick Bites,3.8,40,250.0,Yes,No,Biryani,Whitefield,Whitefield,Yes
Kolkata Famous Kathi Rolls,Quick Bites,3.5,14,200.0,Yes,No,"Fast Food, Rolls",Electronic City,Electronic City,Yes
Kolkata Famous Kati Roll,Kiosk,3.3,7,100.0,No,No,"Fast Food, Rolls",Sarjapur Road,Bellandur,Yes
Kolkata Famous Kati Rolls,Kiosk,3.1,4,200.0,Yes,No,"Fast Food, Rolls",Kalyan Nagar,Banaswadi,Yes
Kolkata Famous Katti Rolls,Quick Bites,3.4,8,200.0,Yes,No,"Fast Food, Rolls",Brookefield,Marathahalli,Yes
Kolkata Hot Roll,Quick Bites,3.4,4,150.0,Yes,No,Rolls,New BEL Road,New BEL Road,Yes
Kolkata Kathi Rolls,Quick Bites,3.8,23,150.0,Yes,No,Rolls,Bannerghatta Road,JP Nagar,Yes
Kolkata Kathi Roll's,Quick Bites,3.6,18,250.0,Yes,No,"Fast Food, Rolls",Banashankari,Banashankari,Yes
Kolkata Kati Roll,Quick Bites,3.4,14,150.0,Yes,No,Rolls,New BEL Road,Sahakara Nagar,Yes
Kolkata Kati Rolls,Kiosk,2.9,17,200.0,No,No,"Fast Food, Rolls",JP Nagar,Jayanagar,Yes
Kolkata King,Quick Bites,3.4,6,300.0,Yes,No,"Fast Food, Rolls",Banashankari,Basavanagudi,Yes
Kolkata Kitchen,Quick Bites,3.2,231,400.0,Yes,No,"North Indian, Fast Food, Biryani",Electronic City,Electronic City,Yes
Kolkata Refreshments,Quick Bites,3.0,14,200.0,No,No,"Bengali, Fast Food",New BEL Road,Sanjay Nagar,Yes
Kolkata Restaurant,Quick Bites,3.0,7,300.0,No,No,"Bengali, North Indian, Chinese",Basavanagudi,Jayanagar,Yes
Kolkata Roll & Fast Food,Quick Bites,3.6,15,250.0,No,No,Fast Food,HSR,HSR,Yes
Kolkata Roll House,Quick Bites,3.3,6,200.0,No,No,"Fast Food, Rolls",Brookefield,Marathahalli,Yes
Kolkata Rolls & Chowmein,Quick Bites,3.5,35,100.0,Yes,No,Rolls,Kalyan Nagar,Banaswadi,Yes
Kolkata Rolls & Fast Food,Quick Bites,3.6,52,200.0,Yes,No,"Rolls, Fast Food",Sarjapur Road,HSR,Yes
Kolkata Rolls & Hot Dum Biriyani On Dial,Quick Bites,3.5,22,200.0,Yes,No,"Fast Food, Rolls",Old Airport Road,Indiranagar,Yes
Kolkata Spicy Restaurant,Quick Bites,2.8,11,300.0,Yes,No,Bengali,Marathahalli,Marathahalli,Yes
Kolkatta Famous Chat,Quick Bites,3.7,22,100.0,Yes,No,"Street Food, North Indian",Indiranagar,Indiranagar,Yes
Kolkatta Famous Kati Rolls,Quick Bites,3.2,15,200.0,No,No,"Chinese, Rolls",Indiranagar,Old Airport Road,Yes
Kollapuri's,Casual Dining,3.6,135,600.0,No,No,Maharashtrian,Jayanagar,Jayanagar,Yes
Komala Refreshments,Quick Bites,4.0,102,150.0,No,No,South Indian,Frazer Town,Frazer Town,Yes
Kombo King,Delivery,,40,300.0,No,No,"North Indian, South Indian",Koramangala 6th Block,Koramangala 4th Block,Yes
Konark Restaurant,Quick Bites,3.1,91,200.0,Yes,No,"North Indian, South Indian",Marathahalli,Marathahalli,Yes
Konark Vegetarian Restaurant,Casual Dining,3.9,155,600.0,No,No,"North Indian, Chinese, Continental, South Indian",Brigade Road,Lavelle Road,Yes
Konaseema Grand,Casual Dining,3.2,379,1000.0,Yes,No,"North Indian, Mughlai, Andhra, Biryani",Brookefield,Whitefield,Yes
Konaseema Kitchen,Casual Dining,3.8,571,600.0,Yes,Yes,"North Indian, Biryani, Andhra, South Indian",Bellandur,Marathahalli,Yes
Konfection Konnection,"Takeaway, Delivery",3.6,13,600.0,No,No,Desserts,Frazer Town,Frazer Town,Yes
Kool Joint,"Dessert Parlor, Quick Bites",3.4,8,200.0,Yes,No,"Ice Cream, Juices, Fast Food",Malleshwaram,Basaveshwara Nagar,Yes
Kopper Kadai,Casual Dining,4.1,1697,1200.0,No,No,"North Indian, Chinese",Koramangala 7th Block,Koramangala 5th Block,Yes
Kor Cafe,Quick Bites,3.8,36,300.0,Yes,No,Kerala,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Koramangala Social,Lounge,4.6,4650,1500.0,Yes,No,"American, North Indian, Chinese, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Yes
Koshe Kosha,Casual Dining,4.0,571,600.0,Yes,No,"Bengali, Seafood","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Koshy's,"Bakery, Quick Bites",3.6,52,300.0,No,No,"Bakery, Fast Food",Brigade Road,Richmond Road,Yes
Kota Kachori,Quick Bites,4.3,3605,400.0,Yes,No,"Street Food, Desserts, North Indian, Mithai, Rajasthani","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Yes
Kotae Garden,Casual Dining,3.1,9,450.0,No,No,"North Indian, Chinese, Andhra",Electronic City,Electronic City,Yes
Kotian Karavali Restaurant,Quick Bites,3.5,10,300.0,No,No,"South Indian, Biryani",Banashankari,Banashankari,Yes
Koylas,Quick Bites,3.0,9,400.0,Yes,No,"Kebab, Mughlai, Biryani",Brookefield,Brookefield,Yes
Krazy Factory,Cafe,4.0,431,,No,No,"Cafe, Continental, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Krazzy Folds,Cafe,4.2,1901,800.0,Yes,Yes,"Cafe, Continental, Sandwich, Beverages",Basavanagudi,Jayanagar,Yes
Krem,Dessert Parlor,4.1,61,450.0,Yes,No,"Desserts, Ice Cream, Beverages, Sandwich","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Kreme Delight,Bakery,3.4,20,300.0,Yes,No,"Bakery, Desserts",Brookefield,Whitefield,Yes
Krish Punjabi Kitchen,Quick Bites,3.6,17,500.0,No,No,North Indian,Indiranagar,Thippasandra,Yes
Krishna Grand,Quick Bites,3.2,42,200.0,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",HSR,Yes
Krishna Kuteera,Quick Bites,4.0,396,400.0,Yes,No,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Yes
Krishna Kuteera South,Casual Dining,4.0,117,500.0,Yes,No,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Yes
Krishna Leela Grand,Quick Bites,2.8,40,200.0,No,No,"South Indian, North Indian, Chinese",Kalyan Nagar,Hennur,Yes
Krishna Sagar,Quick Bites,3.5,31,200.0,No,No,North Indian,Banashankari,Banashankari,Yes
Krishna Vaibhava,Casual Dining,3.5,40,350.0,Yes,No,"North Indian, South Indian",Bannerghatta Road,BTM,Yes
Krishna Vijayashree,Casual Dining,3.5,13,700.0,Yes,No,"Biryani, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Yes
Krispy Kreme,Dessert Parlor,3.4,10,300.0,Yes,No,"Desserts, Beverages",Koramangala 6th Block,Koramangala 6th Block,Yes
Kriti Dugar,Dessert Parlor,3.4,5,200.0,No,No,Desserts,Bellandur,Marathahalli,Yes
Kritunga Restaurant,Casual Dining,2.6,330,600.0,No,No,"Andhra, Biryani",Bellandur,Sarjapur Road,Yes
KrumbKraft,Bakery,3.5,5,300.0,No,No,"Bakery, European",Indiranagar,Domlur,Yes
Krupa Sagar,Quick Bites,3.2,4,300.0,No,No,"North Indian, South Indian, Chinese, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Krutunga,Casual Dining,3.6,289,500.0,No,No,"Andhra, Biryani",HSR,HSR,Yes
Krutunga Restaurant,Casual Dining,3.4,20,700.0,No,No,"Chinese, North Indian, South Indian",Electronic City,Electronic City,Yes
Kshathriya's Naati Junction,Quick Bites,2.8,40,250.0,No,No,South Indian,Brigade Road,Richmond Road,Yes
Kshatriya's Biriyani House,Quick Bites,3.5,27,200.0,No,No,Biryani,Koramangala 7th Block,Wilson Garden,Yes
Kshatriya's Kitchen,Quick Bites,3.7,54,300.0,Yes,No,"Andhra, South Indian",Brookefield,Whitefield,Yes
Ksheera Sagar,Quick Bites,2.8,40,300.0,No,No,South Indian,Koramangala 4th Block,Koramangala 8th Block,Yes
Kshera Sagar,Quick Bites,3.3,4,350.0,No,No,"South Indian, North Indian",Koramangala 6th Block,Koramangala 8th Block,Yes
Kubera Veg and Non-Veg,Quick Bites,3.4,10,300.0,Yes,No,"Andhra, Chinese, South Indian",Rajajinagar,Vijay Nagar,Yes
Kudil Kerala Kitchen,Quick Bites,3.8,47,300.0,Yes,No,Kerala,Brookefield,Marathahalli,Yes
Kudla - Coraltree,Casual Dining,3.8,280,1200.0,Yes,Yes,"Seafood, Mangalorean",Malleshwaram,RT Nagar,Yes
Kudla - Hotel Ramanashree,Casual Dining,4.1,353,1200.0,Yes,Yes,"South Indian, Andhra, Chinese",Basavanagudi,Richmond Road,Yes
Kudla Beach,Quick Bites,3.5,141,400.0,Yes,No,"North Indian, South Indian, Seafood, Chinese",Malleshwaram,Rajajinagar,Yes
Kulcha Kulture,Delivery,3.4,13,400.0,Yes,No,North Indian,Indiranagar,Indiranagar,Yes
Kulfi & More,Dessert Parlor,3.3,4,150.0,No,No,"Ice Cream, Desserts, Juices",Bannerghatta Road,JP Nagar,Yes
Kulfi Adda,Dessert Parlor,3.4,5,150.0,No,No,"Ice Cream, Desserts",Bannerghatta Road,Bannerghatta Road,Yes
Kulfi House,Dessert Parlor,3.7,13,200.0,No,No,Ice Cream,Electronic City,Electronic City,Yes
Kulfi Point,Dessert Parlor,3.4,5,,No,No,Desserts,MG Road,Indiranagar,Yes
Kulfi Story,Dessert Parlor,2.8,40,100.0,No,No,Desserts,Malleshwaram,Malleshwaram,Yes
Kulfisthan,Dessert Parlor,3.4,5,150.0,Yes,No,Ice Cream,"Byresandra,Tavarekere,Madiwala",HSR,Yes
Kulfreeze,Dessert Parlor,3.9,16,200.0,No,No,"Ice Cream, Desserts",Basavanagudi,Jayanagar,Yes
Kulhad Junction,Cafe,2.8,40,100.0,No,No,Cafe,Electronic City,Electronic City,Yes
Kulkarni's New Uttara Karnataka Food Speciality Stores,Quick Bites,3.4,6,250.0,Yes,No,South Indian,Bannerghatta Road,JP Nagar,Yes
Kullad Cafe,Cafe,3.9,326,200.0,Yes,No,"North Indian, Cafe, Fast Food, Beverages",Bannerghatta Road,BTM,Yes
Kullukki,Quick Bites,3.4,9,400.0,Yes,No,"Juices, Beverages, Fast Food",Koramangala 7th Block,Koramangala 5th Block,Yes
Kumarakom,Casual Dining,3.8,1166,600.0,Yes,Yes,"Kerala, Seafood, South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,Yes
Kumbakonam Degree Coffee,Quick Bites,3.8,66,200.0,Yes,No,"South Indian, Fast Food",Brigade Road,Indiranagar,Yes
Kumbha Bhojanam,Food Court,3.6,11,300.0,No,No,Andhra,Bannerghatta Road,Bannerghatta Road,Yes
Kund Indian Barbeque,Casual Dining,4.0,869,1100.0,No,Yes,"North Indian, Mughlai",Indiranagar,Indiranagar,Yes
Kunda Biryani,Casual Dining,3.8,189,800.0,Yes,No,"Hyderabadi, Biryani, North Indian",Indiranagar,CV Raman Nagar,Yes
Kundana,Casual Dining,3.7,110,800.0,Yes,No,"Andhra, Biryani",Bannerghatta Road,Bannerghatta Road,Yes
KurryWheels,Food Truck,3.4,8,200.0,Yes,No,"North Indian, Chinese",New BEL Road,North Bangalore,Yes
Kurtoskalacs,"Dessert Parlor, Quick Bites",4.6,268,400.0,No,No,"Desserts, Fast Food",Koramangala 5th Block,Koramangala 5th Block,Yes
Kushi Meals,Quick Bites,2.8,5,200.0,Yes,No,Fast Food,Rajajinagar,Rajajinagar,Yes
Kusum Restaurant,Casual Dining,3.0,99,,No,No,"North Indian, Chinese, Mughlai",New BEL Road,New BEL Road,Yes
Kusum Rolls,Quick Bites,3.5,21,300.0,No,No,Street Food,New BEL Road,New BEL Road,Yes
Kuttanad,Quick Bites,3.6,140,200.0,Yes,No,"Kerala, South Indian",Bannerghatta Road,Bannerghatta Road,Yes
Kuttanad Restaurant,Quick Bites,3.9,247,400.0,Yes,No,"Kerala, North Indian",Kalyan Nagar,Nagawara,Yes
Kuttanadu,Casual Dining,2.8,261,700.0,Yes,No,"Kerala, Chinese, Seafood, North Indian","Byresandra,Tavarekere,Madiwala",HSR,Yes
Kuttanadu Family Restaurant,Casual Dining,3.6,17,600.0,Yes,No,"Seafood, South Indian",New BEL Road,Jalahalli,Yes
Kwality Cakes N Bakes,Bakery,3.7,91,350.0,Yes,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",HSR,Yes
Kwality Wall's Swirl's,Kiosk,2.9,17,200.0,No,No,"Ice Cream, Desserts",Marathahalli,Marathahalli,Yes
Kwality Wall's Swirl's Happiness Station,Dessert Parlor,2.9,25,200.0,No,No,"Ice Cream, Desserts",Banashankari,Banashankari,Yes
Kwatlay Rest-O-Cafe,Casual Dining,4.1,184,800.0,No,No,"Continental, Cafe, Italian, North Indian",Malleshwaram,Seshadripuram,Yes
Kya Khaoge,Delivery,3.7,63,300.0,Yes,No,"North Indian, Chinese",Bellandur,Old Airport Road,Yes
Kyakhanahai,Delivery,3.4,8,400.0,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Yes
Kydz Adda,Casual Dining,3.4,6,500.0,No,No,Continental,Banashankari,Banashankari,Yes
Kylie's,Quick Bites,4.2,261,500.0,No,No,"Asian, Chinese",Indiranagar,Indiranagar,Yes
L J Fast Food,Quick Bites,3.3,6,300.0,No,No,Chinese,Malleshwaram,Malleshwaram,Yes
L J Iyengar Bakery,Bakery,3.2,6,100.0,No,No,Bakery,Bannerghatta Road,Bannerghatta Road,Yes
La Boulangerie - Le Meridien,Fine Dining,3.7,18,2000.0,No,No,"Continental, Chinese, North Indian",Lavelle Road,Sankey Road,Yes
La Brasserie - Le Meridien,Fine Dining,4.1,309,4100.0,No,Yes,"North Indian, Continental, Japanese, Chinese, South Indian",Lavelle Road,Sankey Road,Yes
La Casa,Casual Dining,3.6,570,800.0,No,Yes,"Continental, Italian, Chinese, North Indian",Jayanagar,Jayanagar,Yes
La Casa Brewery And Kitchen,"Microbrewery, Casual Dining",4.4,1381,1500.0,Yes,Yes,"Finger Food, Continental, Seafood",Bellandur,Sarjapur Road,Yes
La Estranger Cafe,Cafe,3.8,47,500.0,Yes,No,"Cafe, Burger, Sandwich, Beverages",HSR,HSR,Yes
La Grande Cafe,Cafe,3.8,46,400.0,No,No,Cafe,Basavanagudi,Jayanagar,Yes
La Heaven,"Bakery, Dessert Parlor",3.8,87,400.0,Yes,No,"Bakery, Desserts",Malleshwaram,Malleshwaram,Yes
La Madeleine Patisserie,"Takeaway, Delivery",3.9,71,200.0,No,No,Bakery,Indiranagar,Indiranagar,Yes
La Mensa,"Takeaway, Delivery",3.6,17,400.0,No,No,"North Indian, Chinese, South Indian",Whitefield,Whitefield,Yes
La' Meze,Quick Bites,3.6,31,350.0,Yes,No,Fast Food,Kalyan Nagar,Nagawara,Yes
